ID_CORRELATIVO,CODMES,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5
7455,202408,0,,Lima,,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64481,202408,1,Rang_ingreso_02,Provincia,25.0,0.0,Rango_SDO_01,14310,14650,14960,3870,0,0,1,1,1,1,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,3,2,2,1,1,1,1,1,1
26464,202408,1,Rang_ingreso_06,Lima,48.0,8.0,Rango_SDO_01,169270,170690,170860,170940,170840,171090,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,1,1,1,1,1,1
70660,202408,1,Rang_ingreso_04,Provincia,25.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,1,0,0,2,5,3,3,0,0,7,5,6,5,0,0,2,2,2,3,3,2,1,1,1,1,1,1
68806,202408,1,Rang_ingreso_03,Lima,25.0,0.0,Cero,0,0,0,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,2,2,1,1,1,1,1,1
47346,202408,1,Rang_ingreso_07,Lima,37.0,10.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,2,3,4,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,5,5,1,1,1,1,1,1
3619,202408,1,Rang_ingreso_01,Lima,32.0,0.0,Rango_SDO_01,0,0,0,0,0,0,1,0,0,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
78676,202408,0,Rang_ingreso_01,Lima,65.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,22,56,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85784,202408,1,Rang_ingreso_02,Lima,24.0,0.0,Cero,2690,0,0,0,0,0,1,1,1,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,4,4,3,3,3,1,1,1,1,1,1
97379,202408,0,Rang_ingreso_01,Provincia,33.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21505,202408,0,,Provincia,23.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83439,202408,1,Rang_ingreso_09,Lima,46.0,6.0,Cero,1650,17610,13480,6530,4240,3360,1,1,1,1,1,1,Rango_04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,3,3,2,2,3,1,1,1,1,1,1
17090,202408,1,Rang_ingreso_02,Lima,23.0,1.0,Rango_SDO_02,180,250,30,0,0,0,1,1,1,0,0,0,Rango_04,1,2,0,0,1,3,6,12,9,11,7,8,4,7,10,10,10,13,12,1,1,1,0,0,0,0,0,0,0,0,0
48294,202408,1,Rang_ingreso_03,Provincia,35.0,0.0,Rango_SDO_01,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
42938,202408,0,,Lima,30.0,0.0,Rango_SDO_11,0,0,0,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25278,202408,1,Rang_ingreso_02,Lima,26.0,7.0,Rango_SDO_01,670,460,700,660,230,320,1,1,1,1,1,1,Rango_03,1,9,15,11,10,9,7,1,2,0,1,1,1,7,7,9,11,8,11,2,2,2,2,2,2,1,1,1,1,1,1
39262,202408,1,Rang_ingreso_01,Provincia,42.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
60268,202408,0,Rang_ingreso_01,Lima,73.0,4.0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,0,0,0,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,43,57,43,42,39,33,0,0,0,0,0,0,0,0,0,0,0,0
77821,202408,1,Rang_ingreso_07,Lima,38.0,5.0,Rango_SDO_01,68830,70280,71130,71900,72660,73430,1,1,1,1,1,1,Rango_03,0,0,0,1,2,0,0,0,0,0,0,0,0,4,2,3,2,2,1,3,3,3,3,3,3,0,0,0,0,0,0
85957,202408,1,Rang_ingreso_06,Lima,23.0,1.0,Rango_SDO_03,21530,21940,22350,22700,23100,23430,1,1,1,1,1,1,Rango_05,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,6,7,2,7,2,2,2,2,2,2,0,0,0,0,0,0
48661,202408,1,Rang_ingreso_09,Lima,29.0,7.0,Rango_SDO_13,794880,796650,794820,795300,792710,799770,1,1,1,1,1,1,Rango_05,1,2,4,5,2,3,2,14,16,11,16,14,12,19,13,8,11,17,5,3,3,3,3,3,3,1,1,1,1,1,1
52861,202408,1,Rang_ingreso_01,Lima,38.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
55872,202408,1,Rang_ingreso_03,Lima,45.0,5.0,Rango_SDO_14,0,0,0,0,0,0,1,1,1,0,0,0,Rango_05,1,0,0,0,0,0,0,0,0,0,0,0,0,16,25,20,16,21,14,3,3,3,3,3,3,1,1,1,1,1,1
24381,202408,0,Rang_ingreso_06,Lima,24.0,0.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,11,12,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57456,202408,1,Rang_ingreso_01,Provincia,24.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,1,1,1,1,1
75788,202408,1,Rang_ingreso_09,Provincia,47.0,7.0,Rango_SDO_14,158790,45270,0,0,0,0,1,1,1,1,1,1,Rango_05,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,2,17,1,1,0,0,0,0,0,0,0,0,0,0
23414,202408,0,Rang_ingreso_05,Lima,36.0,9.0,Rango_SDO_08,0,0,0,0,0,0,0,0,0,0,1,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,11,24,24,31,18,26,0,0,0,0,0,0,0,0,0,0,0,0
78859,202408,0,Rang_ingreso_01,,,0.0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,1,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14022,202408,1,,Lima,62.0,2.0,Rango_SDO_09,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,20,26,18,9,2,2,2,2,1,1,1,1,1,1,0,0
62131,202408,1,Rang_ingreso_05,Lima,26.0,5.0,Rango_SDO_01,4640,4770,4820,4220,4060,4460,1,1,1,1,1,1,Rango_04,0,7,6,8,5,6,15,0,0,0,0,0,0,5,4,7,2,8,24,3,3,2,2,2,2,1,1,1,1,1,1
54955,202408,1,Rang_ingreso_02,Lima,43.0,9.0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,7,7,1,1,1,1,1,1
2841,202408,0,Rang_ingreso_02,,,0.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,4,17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84253,202408,1,Rang_ingreso_02,Lima,22.0,3.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,11,14,9,12,6,3,0,1,0,0,0,0,12,21,7,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0
39500,202408,1,Rang_ingreso_03,Provincia,33.0,9.0,Rango_SDO_02,0,0,0,370,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,3,6,0,0,0,0,4,1,10,25,10,14,9,10,4,4,4,4,3,3,1,1,0,1,1,1
63789,202408,1,Rang_ingreso_02,Provincia,42.0,,Cero,460,0,0,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,3,2,2,1,1,1,1,1,1
46399,202408,1,,Lima,28.0,0.0,Cero,0,0,0,0,0,0,1,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,1
58042,202408,1,Rang_ingreso_04,Provincia,30.0,6.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,1,0,0,12,16,11,10,15,17,2,3,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0
55138,202408,1,Rang_ingreso_03,Lima,25.0,4.0,Rango_SDO_04,3150,40,0,0,0,0,1,1,0,0,0,0,Rango_04,1,9,7,6,1,2,3,9,9,8,9,9,9,11,12,4,8,7,5,2,2,1,1,1,1,1,1,1,1,1,1
37956,202408,1,,Provincia,39.0,4.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26768,202408,1,Rang_ingreso_02,Provincia,23.0,1.0,Rango_SDO_01,5600,5700,4180,0,0,0,1,1,1,1,0,0,Rango_04,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,22,8,0,0,2,2,2,1,1,1,1,1,1,1,1,1
62730,202408,1,Rang_ingreso_01,Lima,26.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1
18947,202408,1,,Lima,22.0,0.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,8,7,0,0,0,0,0,0,0,0,0,0,20,6,12,2,0,0,2,2,2,2,2,2,1,1,1,1,1,1
8656,202408,1,Rang_ingreso_01,Lima,44.0,5.0,Rango_SDO_01,7420,7680,7900,8120,8420,8660,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,1,1,1,1,1,1
89271,202408,1,Rang_ingreso_01,Lima,32.0,7.0,Rango_SDO_01,0,0,0,2380,3080,140,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,22,36,9,2,4,3,5,6,5,5,4,4,1,1,1,1,1,1
14418,202408,1,Rang_ingreso_04,Lima,35.0,0.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,1,0,1,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,5,5,5,4,4,4,1,1,1,1,1,1
33896,202408,1,Rang_ingreso_02,Lima,22.0,0.0,Rango_SDO_02,0,0,0,0,0,0,1,0,0,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0
63475,202408,1,Rang_ingreso_03,Provincia,26.0,0.0,Rango_SDO_03,8280,0,0,0,0,0,1,0,0,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,1,1,1,1,1,1
83346,202408,1,Rang_ingreso_01,Lima,34.0,0.0,Rango_SDO_01,9900,10000,5330,0,0,0,1,1,1,0,0,0,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,6,6,6,5,3,3,1,1,1,1,1,1
60237,202408,0,Rang_ingreso_02,Lima,21.0,7.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,7,4,5,1,2,2,4,2,3,2,2,2,11,11,7,8,5,10,0,0,0,0,0,0,0,0,0,0,0,0
86174,202408,1,Rang_ingreso_02,Provincia,27.0,0.0,Rango_SDO_01,1100,910,470,0,0,0,1,1,1,1,0,0,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,17,13,39,10,3,3,1,1,1,1,0,0,0,0,0,0,0,0
19145,202408,1,Rang_ingreso_06,Lima,33.0,,Cero,0,0,0,0,0,0,1,1,1,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,1,0,1,1,1,1
63579,202408,1,Rang_ingreso_01,Lima,26.0,0.0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,11,9,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15905,202408,1,Rang_ingreso_01,Provincia,30.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
82704,202408,1,Rang_ingreso_06,Provincia,25.0,4.0,Cero,8700,9220,9710,10050,10120,10640,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,1,1,3,2,2,4,9,0,0,0,0,0,0,4,4,5,5,5,5,1,1,1,1,1,1
8727,202408,1,Rang_ingreso_04,Lima,30.0,0.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,2,2,1,1,1,1,1,1,1,1
78205,202408,1,,Lima,28.0,0.0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,39,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0
36755,202408,1,Rang_ingreso_01,Lima,26.0,0.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
32485,202408,1,Rang_ingreso_03,Provincia,51.0,0.0,Rango_SDO_13,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
72166,202408,1,Rang_ingreso_04,Lima,25.0,5.0,Rango_SDO_01,0,0,0,0,0,80,0,0,0,1,1,1,Rango_01,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,1,1,1,1,1,1
6863,202408,1,Rang_ingreso_01,Lima,31.0,3.0,Rango_SDO_14,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,10,19,27,17,4,4,3,3,2,2,0,0,0,0,0,0
40712,202408,1,Rang_ingreso_02,Provincia,35.0,5.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,4,5,4,7,5,7,0,0,0,0,0,0,10,9,6,3,4,7,4,5,5,5,5,5,1,1,1,1,1,1
86017,202408,1,Rang_ingreso_02,Lima,31.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
83968,202408,1,Rang_ingreso_03,Provincia,30.0,0.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,1,0,0,0,0,16,25,15,0,0,0,6,4,3,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
91442,202408,1,,Provincia,65.0,0.0,Rango_SDO_07,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
12185,202408,1,Rang_ingreso_02,Lima,37.0,,Cero,0,0,0,0,0,0,1,1,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,4,4,1,1,1,1,1,1
80065,202408,1,Rang_ingreso_01,Lima,27.0,9.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,1,0,3,10,2,4,0,0,4,8,5,4,6,0,1,1,1,1,1,1,1,1,1,1,1,1
50294,202408,1,Rang_ingreso_02,Provincia,,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76718,202408,1,Rang_ingreso_06,Lima,30.0,0.0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,3,3,3,2,1,1,1,1,1,1
15094,202408,0,,Lima,24.0,0.0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,2,1,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26165,202408,1,Rang_ingreso_03,Provincia,23.0,0.0,Rango_SDO_01,16840,0,0,0,0,0,1,0,0,0,0,0,Rango_03,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,0,0
34249,202408,1,,Provincia,,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,2,0,0,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
83596,202408,1,Rang_ingreso_03,Lima,49.0,0.0,Cero,4440,4610,4200,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,5,5,4,3,1,1,1,1,1,1,1
85970,202408,1,Rang_ingreso_04,Provincia,28.0,0.0,Cero,9700,9900,10120,2960,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,3,3,3,3,2,2,1,1,1,1,1,1
5655,202408,1,Rang_ingreso_02,Lima,42.0,8.0,Cero,250,670,980,1320,1620,1920,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,5,5,5,1,1,1,1,1,1
82059,202408,0,,Lima,77.0,0.0,Rango_SDO_13,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29887,202408,1,Rang_ingreso_04,Lima,25.0,0.0,Cero,0,0,0,0,0,0,1,1,1,1,0,0,Rango_02,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,3,1,1,1,1,1,1
49796,202408,1,,Provincia,22.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,2,15,0,0,0,0,2,7,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
12422,202408,1,Rang_ingreso_01,Lima,32.0,4.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
85255,202408,1,Rang_ingreso_05,Lima,35.0,4.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,1,1,1,1,1,1,0,0,0,0,0,0,11,14,19,22,20,22,3,3,4,4,4,3,1,1,1,1,1,1
90279,202408,1,Rang_ingreso_03,Provincia,27.0,0.0,Cero,1750,3020,0,0,0,0,1,1,1,1,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,3,3,3,2,2,1,1,1,1,1,1
94978,202408,1,Rang_ingreso_01,Provincia,26.0,0.0,Rango_SDO_01,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
77170,202408,1,Rang_ingreso_03,Provincia,23.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18258,202408,1,Rang_ingreso_01,Provincia,22.0,0.0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
18424,202408,0,Rang_ingreso_02,Lima,,1.0,Rango_SDO_10,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,10,11,26,10,0,0,0,0,0,0,0,0,0,0,0,0
75218,202408,1,Rang_ingreso_02,Provincia,24.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,1,0,0,0,0,7,1,0,0,0,0,5,1,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
46825,202408,1,Rang_ingreso_01,Provincia,25.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,0,0,0,0,0,11,20,0,0,0,0,4,22,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
6592,202408,0,,,,,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15606,202408,1,Rang_ingreso_04,Provincia,24.0,6.0,Rango_SDO_03,3830,4200,0,0,0,0,1,1,0,0,0,0,Rango_04,1,12,9,7,5,3,1,12,19,14,11,14,15,14,14,12,11,12,3,3,3,2,2,2,2,1,1,1,1,1,1
90346,202408,1,,Provincia,24.0,4.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,11,8,0,0,0,0,0,0,0,0,0,0,0,0
1198,202408,0,,Lima,29.0,2.0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,4,4,3,4,3,5,0,0,0,0,0,0,9,10,11,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0
5552,202408,1,Rang_ingreso_06,Lima,37.0,9.0,Rango_SDO_06,87830,89760,90140,90940,19620,2220,1,1,1,1,1,1,Rango_05,1,0,0,0,0,0,0,12,14,13,12,10,12,5,7,4,6,3,4,3,3,3,3,3,3,1,1,1,1,1,1
43043,202408,0,Rang_ingreso_06,Lima,31.0,5.0,Rango_SDO_11,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,5,4,3,1,13,7,18,5,6,5,3,6,14,14,7,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0
95698,202408,1,,Provincia,25.0,0.0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64108,202408,0,Rang_ingreso_02,Lima,,1.0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,1,2,3,0,3,10,17,15,9,8,11,17,12,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
47389,202408,1,Rang_ingreso_01,Provincia,43.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,3,1,1,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,1,1,1,2,2,2,1,1,1,1,1,1
94253,202408,1,Rang_ingreso_01,Lima,61.0,0.0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0
90316,202408,1,Rang_ingreso_02,Lima,38.0,7.0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,2,2,2,2,0,0,0,1,1,1
62667,202408,1,Rang_ingreso_02,Provincia,57.0,0.0,Cero,0,0,0,0,0,0,1,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50747,202408,1,Rang_ingreso_02,Provincia,36.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
