ID_CORRELATIVO,CODMES,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,ATTRITION,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5
63181,201208,1,Rang_ingreso_01,Lima,40.0,5.0,0,Rango_SDO_13,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,1,2,1,1,1,0,0,0,0,0,0,1,2,2,4,1,4,2,1,1,1,1,1,1,1,1,1,1,0
1878,201208,1,Rang_ingreso_01,Lima,30.0,1.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,8,7,5,8,2,1,18,9,10,3,2,0,2,2,2,2,2,2,0,0,0,0,1,1
25700,201208,1,Rang_ingreso_04,Provincia,36.0,1.0,0,Rango_SDO_06,10840,10770,11170,11570,11810,12050,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,7,7,7,1,1,1,1,1,1
39459,201208,1,Rang_ingreso_08,Lima,23.0,5.0,0,Rango_SDO_02,27590,28420,29070,29010,29120,0,1,1,1,1,1,1,Rango_03,0,10,7,10,10,12,13,1,4,6,7,12,11,1,0,0,0,0,1,3,3,3,3,2,1,1,1,1,1,1,0
56760,201208,1,Rang_ingreso_02,Lima,33.0,4.0,0,Cero,0,0,0,160,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,5,2,7,4,0,0,9,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
95475,201208,1,Rang_ingreso_02,Lima,41.0,2.0,0,Cero,20,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,0,0,0,0
56846,201208,1,Rang_ingreso_01,Lima,66.0,6.0,0,Cero,940,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0
6422,201208,1,Rang_ingreso_01,Lima,28.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,1,1,1,1,1,1
32652,201208,1,Rang_ingreso_05,Lima,35.0,6.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
70964,201208,1,Rang_ingreso_01,Lima,32.0,9.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,16,13,12,5,9,11,3,3,2,1,1,0,1,1,1,1,1,0
75472,201208,1,Rang_ingreso_01,Lima,28.0,6.0,0,Rango_SDO_04,3290,3710,3610,1690,2070,2670,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
49313,201208,1,Rang_ingreso_03,Lima,44.0,10.0,1,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,9,9,1,1,1,1,1,1
59238,201208,1,Rang_ingreso_05,Lima,33.0,5.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_03,0,1,3,0,0,0,0,8,15,0,0,0,0,2,5,0,0,0,0,3,3,2,2,2,2,1,1,1,1,1,1
17117,201208,1,Rang_ingreso_09,Lima,49.0,4.0,0,Rango_SDO_14,210870,211870,212840,213960,214900,215890,1,1,1,1,1,1,Rango_04,1,3,1,3,1,1,0,0,0,0,0,0,0,3,4,0,3,5,0,3,3,3,3,3,3,0,0,0,1,1,0
66723,201208,1,Rang_ingreso_02,Provincia,25.0,4.0,0,Rango_SDO_01,1810,1720,1780,1820,1700,1700,1,1,1,1,1,1,Rango_03,0,1,0,0,0,1,0,19,12,18,13,10,15,20,16,17,17,17,20,1,1,1,1,1,1,0,0,0,0,0,0
66659,201208,1,Rang_ingreso_06,Provincia,35.0,6.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,5,1,1,1,1,1,1
97027,201208,1,Rang_ingreso_06,Lima,64.0,1.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,21,18,11,10,13,14,0,0,0,0,0,0,0,0,0,0,0,0
25211,201208,1,Rang_ingreso_08,Lima,35.0,3.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,1,0,3,3,4,1,0,13,4,9,0,0,0,15,19,26,11,22,31,5,5,5,5,5,5,0,0,0,0,0,1
82700,201208,1,Rang_ingreso_03,Provincia,28.0,2.0,0,Rango_SDO_07,0,0,0,0,0,0,0,0,0,0,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
50207,201208,1,Rang_ingreso_03,Lima,25.0,4.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,5,3,0,0,0,0,5,9,7,16,5,7,0,0,0,0,0,0,0,0,0,0,0,0
25656,201208,1,Rang_ingreso_05,Lima,46.0,9.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,4,6,11,3,3,3,3,3,3,1,1,1,1,1,1
76512,201208,1,Rang_ingreso_07,Lima,33.0,8.0,1,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,3,1,0,0,3,4,21,20,15,15,20,21,9,3,2,3,4,3,4,4,4,4,4,4,0,0,0,0,0,0
83922,201208,1,Rang_ingreso_02,Lima,32.0,6.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
51515,201208,1,Rang_ingreso_04,Lima,33.0,9.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_03,1,1,2,1,0,0,1,12,18,6,9,8,10,5,10,10,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0
21284,201208,1,Rang_ingreso_06,Lima,29.0,5.0,0,Rango_SDO_10,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,0,0,0,3,1,3,0,0,0,0,0,0,13,6,10,21,5,5,1,1,1,1,0,0,0,0,0,0,0,0
68721,201208,1,,Lima,34.0,10.0,0,Rango_SDO_03,180,70,240,460,440,40,1,1,1,1,1,1,Rango_04,0,2,0,1,0,0,0,21,11,16,3,0,0,16,9,13,5,3,2,1,1,1,1,1,1,0,0,0,0,0,0
40687,201208,0,,,,8.0,0,Rango_SDO_13,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,2,0,2,0,0,0,0,0,0,0,0,0,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24428,201208,1,Rang_ingreso_06,Lima,41.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1
65933,201208,1,Rang_ingreso_06,Provincia,40.0,6.0,0,Rango_SDO_14,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,13,15,1,2,2,2,2,2,2,1,1,1,1,1,1
84942,201208,1,Rang_ingreso_06,Lima,34.0,5.0,0,Rango_SDO_01,5460,6680,7610,10850,10680,9770,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,4,3,3,3,3,3,3,1,1,1,1,1,1
22945,201208,1,Rang_ingreso_02,Lima,28.0,1.0,0,Rango_SDO_02,7730,7930,8150,8360,8680,9100,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,38,26,71,41,3,0,1,2,2,2,2,2,0,1,1,1,1,1
31529,201208,1,Rang_ingreso_02,Lima,25.0,2.0,0,Rango_SDO_03,320,0,0,0,0,0,1,1,0,0,0,0,Rango_04,1,13,10,5,2,10,11,0,0,0,0,0,0,11,19,8,16,12,12,1,1,0,0,0,0,0,0,0,0,0,0
34673,201208,1,Rang_ingreso_06,Provincia,40.0,10.0,0,Cero,9350,10020,10730,11430,12160,12800,1,1,1,1,1,1,Rango_05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,1,1,1,1,1,1
24608,201208,1,Rang_ingreso_05,Lima,29.0,5.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,2,0,0,0,0,8,8,2,0,0,0,0,2,2,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
55735,201208,1,Rang_ingreso_02,Lima,22.0,3.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
21397,201208,1,Rang_ingreso_04,Lima,31.0,3.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,5,5,7,0,0,0,0,0,0,0,0,5,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
66807,201208,1,Rang_ingreso_01,Lima,28.0,6.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,2,2,2,2,0,0,0,0,1,1
29550,201208,1,Rang_ingreso_03,Lima,27.0,8.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,6,1,2,2,2,2,2,2,1,1,1,1,1,1
59061,201208,1,Rang_ingreso_03,Lima,27.0,3.0,0,Rango_SDO_01,1740,2250,2460,2080,550,0,1,1,1,1,1,1,Rango_04,1,0,0,1,0,0,1,9,22,14,13,4,0,5,4,8,7,5,0,3,3,3,2,2,2,1,1,0,1,1,1
98671,201208,1,Rang_ingreso_09,Lima,65.0,4.0,0,Rango_SDO_14,55220,56480,57060,58250,58850,59720,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,7,4,11,5,5,5,5,5,5,1,1,1,1,1,1
37254,201208,1,Rang_ingreso_09,Lima,37.0,9.0,0,Rango_SDO_14,0,0,0,0,0,0,0,0,0,0,0,1,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,3,1,4,4,5,6,6,6,1,1,1,1,1,1
44469,201208,1,Rang_ingreso_05,Provincia,52.0,8.0,0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,4,5,0,3,9,9,0,0,1,1,0,0,8,9,3,3,5,11,1,1,1,1,1,1,0,0,0,0,0,0
44968,201208,1,Rang_ingreso_07,Lima,33.0,4.0,0,Rango_SDO_10,154600,154880,155110,155380,155620,156020,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,29,23,24,27,27,13,17,8,12,12,7,2,2,2,2,2,2,2,1,1,1,1,1,1
33959,201208,1,Rang_ingreso_06,Provincia,37.0,9.0,0,Rango_SDO_13,0,0,0,0,0,0,1,1,1,0,0,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,1
61291,201208,1,Rang_ingreso_02,Lima,45.0,2.0,0,Rango_SDO_07,170,0,0,0,0,0,1,1,1,0,0,0,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,11,10,11,1,1,1,0,0,0,0,0,0,0,0,0
43137,201208,0,Rang_ingreso_01,Lima,27.0,5.0,0,Rango_SDO_07,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,4,4,4,5,4,5,0,0,0,0,0,0,6,8,6,8,13,9,0,0,0,0,0,0,0,0,0,0,0,0
23907,201208,1,Rang_ingreso_01,Lima,29.0,3.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0
3755,201208,1,Rang_ingreso_06,Lima,28.0,7.0,0,Rango_SDO_03,93440,97850,101060,103140,105450,107130,1,1,1,1,1,1,Rango_05,1,8,3,3,1,0,1,6,15,15,11,12,5,8,12,8,7,9,1,1,1,1,1,1,1,0,0,0,0,0,0
14912,201208,1,,Lima,25.0,1.0,0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,29,11,13,9,0,0,0,0,0,0,0,0,0,0,0,0
81114,201208,1,Rang_ingreso_02,Lima,23.0,3.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,6,8,3,3,3,3,3,3,1,1,1,1,1,1
15320,201208,1,Rang_ingreso_07,Lima,34.0,9.0,0,Rango_SDO_05,22870,24410,25050,25910,25820,26600,1,1,1,1,1,1,Rango_05,1,2,1,1,0,1,2,9,11,6,9,7,11,7,7,11,15,7,15,3,3,3,3,3,3,1,1,1,1,1,1
8154,201208,1,Rang_ingreso_01,Lima,29.0,5.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,4,4,4,4,4,5,1,1,1,1,1,1
60116,201208,1,Rang_ingreso_07,Lima,42.0,5.0,0,Cero,0,360,2880,8950,9050,9280,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1
73519,201208,1,Rang_ingreso_07,Lima,36.0,3.0,0,Rango_SDO_05,8750,9320,9900,10360,10500,11560,1,1,1,1,1,1,Rango_05,1,0,0,0,0,1,0,16,22,18,17,24,22,5,9,7,8,14,11,6,6,6,6,6,5,1,1,1,1,1,1
44428,201208,1,Rang_ingreso_04,Lima,33.0,4.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1
11970,201208,1,Rang_ingreso_06,Lima,40.0,3.0,0,Rango_SDO_01,12190,12650,13570,14090,14370,15290,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
93193,201208,1,Rang_ingreso_01,Lima,25.0,1.0,1,Rango_SDO_01,100,10,0,0,0,0,0,0,0,0,0,0,Rango_03,1,0,0,0,0,0,0,3,0,0,0,0,0,17,34,9,9,10,13,1,1,0,0,0,0,0,0,0,0,0,0
19075,201208,1,Rang_ingreso_05,Lima,26.0,2.0,1,Cero,6100,6400,6730,6970,7020,7270,1,1,1,1,1,1,Rango_04,0,5,9,8,5,6,12,3,2,2,1,4,3,0,2,4,2,0,5,2,2,2,2,2,2,1,1,1,1,1,1
10086,201208,1,Rang_ingreso_06,Lima,45.0,6.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,2,3,5,6,6,8,5,6,2,2,3,2,8,7,7,6,4,6,3,3,3,3,3,3,1,1,1,1,1,1
8559,201208,1,Rang_ingreso_09,Lima,29.0,5.0,0,Rango_SDO_04,99080,99110,12770,4460,5470,6740,1,1,1,1,1,1,Rango_04,1,5,5,4,2,8,2,0,0,0,0,0,0,19,11,17,16,15,15,2,2,2,2,2,2,1,1,1,1,1,1
90423,201208,1,Rang_ingreso_01,Lima,32.0,6.0,0,Rango_SDO_14,0,0,0,0,110,0,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,2,4,3,3,3,3,3,3,1,1,1,1,1,1
43190,201208,1,Rang_ingreso_03,Lima,56.0,3.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,5,2,4,4,4,4,4,4,4,1,1,1,1,1,1
81397,201208,1,Rang_ingreso_09,Lima,59.0,5.0,0,Rango_SDO_14,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,7,7,5,10,6,5,0,0,0,0,0,0,10,5,9,7,7,6,1,1,1,1,1,1,0,0,0,0,0,0
91962,201208,1,Rang_ingreso_03,Lima,46.0,5.0,1,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,1,1,1,1,1
88265,201208,1,Rang_ingreso_04,Lima,26.0,5.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,2,0,0,0,12,10,0,0,0,0,19,9,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
63653,201208,1,Rang_ingreso_02,Lima,22.0,3.0,0,Rango_SDO_13,26960,0,0,0,0,0,1,1,1,1,1,0,Rango_04,1,8,1,3,2,0,0,8,17,19,14,14,10,25,27,27,27,7,14,4,3,3,3,3,2,1,1,1,1,1,1
93207,201208,0,,Lima,25.0,5.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,4,16,5,10,3,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21233,201208,1,Rang_ingreso_04,Lima,24.0,4.0,0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,3,2,2,1,1,1,1,1,1
42027,201208,1,Rang_ingreso_07,Lima,30.0,7.0,0,Rango_SDO_07,227470,229610,231620,232440,233390,234480,1,1,1,1,1,1,Rango_04,1,9,11,3,7,6,9,1,0,0,0,0,0,6,3,2,6,5,3,1,1,1,1,0,1,0,0,0,0,0,0
18568,201208,1,Rang_ingreso_09,Lima,37.0,3.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25856,201208,1,Rang_ingreso_06,Lima,55.0,2.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,7,7,19,0,0,0,0,0,0,0,0,0,0,0,0
74395,201208,1,Rang_ingreso_02,Lima,48.0,6.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,8,9,11,7,5,7,0,0,0,0,0,0,14,6,8,14,15,5,0,0,0,0,0,0,0,0,0,0,0,0
11837,201208,1,Rang_ingreso_02,Provincia,37.0,10.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,0,0,0,0,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,1,6,3,3,3,3,3,3,1,1,1,1,1,1
21173,201208,1,Rang_ingreso_03,Lima,34.0,5.0,0,Rango_SDO_06,0,0,0,0,0,0,0,1,1,1,0,0,Rango_02,1,3,2,6,5,3,4,1,0,1,3,1,7,8,21,5,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0
50054,201208,1,Rang_ingreso_03,Lima,23.0,6.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,8,5,8,15,10,11,6,3,5,5,7,6,15,16,13,21,24,27,1,1,1,1,1,1,0,0,0,0,0,0
14522,201208,1,Rang_ingreso_04,Lima,28.0,5.0,0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,3,0,0,0,0,1,3,6,3,5,0,0,1,0,1,2,4,4,4,4,4,4,1,1,1,1,1,1
93899,201208,1,Rang_ingreso_04,Lima,67.0,10.0,0,Rango_SDO_14,0,0,0,0,0,10,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
87225,201208,1,Rang_ingreso_03,Lima,24.0,4.0,0,Rango_SDO_01,5530,5820,4930,4210,4400,3650,1,1,1,1,1,1,Rango_03,1,3,3,4,2,3,2,0,0,0,0,0,0,4,5,6,2,7,2,2,2,2,3,3,3,1,1,1,1,1,1
34503,201208,1,Rang_ingreso_01,Lima,30.0,6.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,1,1,1,1,Rango_02,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27,1,0,20,4,4,4,4,4,4,1,1,0,1,0,0
51904,201208,1,Rang_ingreso_07,Lima,27.0,4.0,0,Rango_SDO_05,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,22,17,27,25,21,23,12,12,9,14,11,11,12,19,15,15,17,16,4,4,4,4,3,3,1,1,1,1,1,1
8792,201208,1,Rang_ingreso_02,Lima,34.0,1.0,0,Rango_SDO_01,0,0,0,0,230,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,12,7,31,12,2,2,1,1,1,1,1,0,0,0,0,0
73445,201208,1,Rang_ingreso_06,Lima,32.0,7.0,0,Rango_SDO_03,720,760,770,660,600,470,1,1,1,1,1,1,Rango_04,1,0,0,0,1,3,0,19,23,20,23,26,25,13,29,18,35,35,29,1,1,1,1,1,1,0,0,0,0,0,0
11233,201208,1,Rang_ingreso_02,Lima,41.0,9.0,0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,5,9,18,1,1,2,1,1,1,1,1,1,1,1,1
57968,201208,1,Rang_ingreso_05,Lima,37.0,8.0,0,Rango_SDO_01,6810,7180,7510,7840,8210,8430,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,5,5,5,1,1,1,1,1,1
38638,201208,1,Rang_ingreso_03,Lima,38.0,8.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
81002,201208,1,,,,1.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,0,0,3,0,11,9,7,8,12,3,3,14,9,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0
24225,201208,1,Rang_ingreso_01,Lima,35.0,8.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,3,2,3,1,2,0,0,0,0,0,0,2,1,8,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0
45592,201208,0,Rang_ingreso_01,Lima,27.0,9.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,18,25,17,25,14,20,0,0,0,0,0,0,0,0,0,0,0,0
78867,201208,1,Rang_ingreso_06,Provincia,38.0,9.0,0,Rango_SDO_11,20340,21620,22280,22860,23460,23970,1,1,1,1,1,1,Rango_05,1,0,0,0,0,0,0,0,0,0,0,0,0,9,11,3,11,11,3,5,5,5,5,5,5,1,1,1,1,1,1
98436,201208,1,Rang_ingreso_01,Lima,32.0,2.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,0,0,5,0,0,1,0,0,0,0,0,8,5,6,6,2,8,2,2,2,2,2,2,1,1,1,1,1,1
92078,201208,1,Rang_ingreso_01,Lima,34.0,9.0,0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,2,2,4,7,1,0,0,0,0,0,0,4,0,1,3,3,1,3,4,4,3,4,4,1,1,1,1,1,1
36937,201208,1,Rang_ingreso_09,Provincia,53.0,9.0,0,Cero,32160,33460,33090,37950,41640,41820,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
55281,201208,1,Rang_ingreso_07,Lima,35.0,10.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1
87490,201208,0,Rang_ingreso_01,Lima,48.0,5.0,0,Rango_SDO_14,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,0,1,1,1,1,5,4,8,3,4,3,4,11,10,10,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0
19694,201208,1,Rang_ingreso_01,Provincia,32.0,4.0,0,Rango_SDO_11,12810,12900,1720,0,0,0,1,1,1,0,0,0,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,11,3,6,2,2,2,1,1,1,1,1,1,1,1,0
37007,201208,1,Rang_ingreso_04,Lima,33.0,10.0,0,Rango_SDO_05,1810,1480,1470,1340,1050,1140,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,3,14,12,6,6,5,5,5,5,1,1,1,1,1,1
